sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,color,size,fit,material,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option
M-LINEN-BLAZER,Fashion,configurable,fashion,Fashion,Men/Blazers,Ashford linen blazer,249,,1,4,2,1,An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look.,An unstructured linen blazer with patch pockets and a half lining.,0,1,,,Regular,Linen,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,ashford-linen-blazer,M-LINEN-BLAZER-OATMEAL,color,Oatmeal
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-BLAZER-BLUE-DARK,color,Blue Dark
M-KNIT-BLAZER-S,Fashion,simple,fashion,Fashion,,Nordlys knit blazer S,199,,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket..,59,1,,S,Slim,Wool,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,nordlys-knit-blazer-s,,,
M-KNIT-BLAZER-M,Fashion,simple,fashion,Fashion,,Nordlys knit blazer M,199,,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket..,37,1,,M,Slim,Wool,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,nordlys-knit-blazer-m,,,
M-KNIT-BLAZER-L,Fashion,simple,fashion,Fashion,,Nordlys knit blazer L,199,,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket..,12,1,,L,Slim,Wool,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,nordlys-knit-blazer-l,,,
M-KNIT-BLAZER-XL,Fashion,simple,fashion,Fashion,,Nordlys knit blazer XL,199,,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket..,13,1,,XL,Slim,Wool,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,nordlys-knit-blazer-xl,,,
M-KNIT-BLAZER,Fashion,configurable,fashion,Fashion,Men/Blazers,Nordlys knit blazer,199,,1,4,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket..,0,1,,,Slim,Wool,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,m-knit-blazer.webp,nordlys-knit-blazer,M-KNIT-BLAZER-S,size,S
,,,,,,,,,,,,,,,,,,,,,,,,,,M-KNIT-BLAZER-M,size,M
,,,,,,,,,,,,,,,,,,,,,,,,,,M-KNIT-BLAZER-L,size,L
,,,,,,,,,,,,,,,,,,,,,,,,,,M-KNIT-BLAZER-XL,size,XL
,,,,Fashion,Men/New Arrivals,,,,,,,,,,,,,,,,,,,,,,,
M-FIELD-JACKET-GREEN,Fashion,simple,fashion,Fashion,,Halden field jacket Green,229,,1,1,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar.,A four-pocket field jacket in waxed cotton with a corduroy collar..,38,1,Green,,Regular,Cotton,m-field-jacket-green.webp,m-field-jacket-green.webp,m-field-jacket-green.webp,m-field-jacket-green.webp,halden-field-jacket-green,,,
M-FIELD-JACKET-TAN,Fashion,simple,fashion,Fashion,,Halden field jacket Tan,229,,1,1,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar.,A four-pocket field jacket in waxed cotton with a corduroy collar..,52,1,Tan,,Regular,Cotton,m-field-jacket-tan.webp,m-field-jacket-tan.webp,m-field-jacket-tan.webp,m-field-jacket-tan.webp,halden-field-jacket-tan,,,
M-FIELD-JACKET,Fashion,configurable,fashion,Fashion,Men/Blazers,Halden field jacket,229,,1,4,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar.,A four-pocket field jacket in waxed cotton with a corduroy collar..,0,1,,,Regular,Cotton,m-field-jacket-green.webp,m-field-jacket-green.webp,m-field-jacket-green.webp,m-field-jacket-green.webp,halden-field-jacket,M-FIELD-JACKET-GREEN,color,Green
,,,,,,,,,,,,,,,,,,,,,,,,,,M-FIELD-JACKET-TAN,color,Tan
A-ROUND-SUN-BROWN,Fashion,simple,fashion,Fashion,,Ottavia round sunglasses Brown,139,,1,1,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge.,Round acetate sunglasses with polarised lenses and a keyhole bridge..,12,1,Brown,,,,a-round-sun-brown.webp,a-round-sun-brown.webp,a-round-sun-brown.webp,a-round-sun-brown.webp,ottavia-round-sunglasses-brown,,,
A-ROUND-SUN-BLACK,Fashion,simple,fashion,Fashion,,Ottavia round sunglasses Black,139,,1,1,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge.,Round acetate sunglasses with polarised lenses and a keyhole bridge..,11,1,Black,,,,a-round-sun-black.webp,a-round-sun-black.webp,a-round-sun-black.webp,a-round-sun-black.webp,ottavia-round-sunglasses-black,,,
A-ROUND-SUN,Fashion,configurable,fashion,Fashion,Accessories/Eyewear,Ottavia round sunglasses,139,,1,4,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge.,Round acetate sunglasses with polarised lenses and a keyhole bridge..,0,1,,,,,a-round-sun-brown.webp,a-round-sun-brown.webp,a-round-sun-brown.webp,a-round-sun-brown.webp,ottavia-round-sunglasses,A-ROUND-SUN-BROWN,color,Brown
,,,,,,,,,,,,,,,,,,,,,,,,,,A-ROUND-SUN-BLACK,color,Black
A-AVIATOR,Fashion,simple,fashion,Fashion,Accessories/Eyewear,Ottavia aviator sunglasses,149,,1,4,2,1,Slim steel aviators with green glass lenses and a double bridge.,Slim steel aviators with green glass lenses and a double bridge..,52,1,,,,Stainless steel,a-aviator.webp,a-aviator.webp,a-aviator.webp,a-aviator.webp,ottavia-aviator-sunglasses,,,
A-SQUARE-SUN-BLACK,Fashion,simple,fashion,Fashion,,Ottavia square sunglasses Black,129,,1,1,2,1,Bold square sunglasses in polished acetate with grey gradient lenses.,Bold square sunglasses in polished acetate with grey gradient lenses..,27,1,Black,,,,a-square-sun-black.webp,a-square-sun-black.webp,a-square-sun-black.webp,a-square-sun-black.webp,ottavia-square-sunglasses-black,,,
A-SQUARE-SUN-IVORY,Fashion,simple,fashion,Fashion,,Ottavia square sunglasses Ivory,129,,1,1,2,1,Bold square sunglasses in polished acetate with grey gradient lenses.,Bold square sunglasses in polished acetate with grey gradient lenses..,49,1,Ivory,,,,a-square-sun-ivory.webp,a-square-sun-ivory.webp,a-square-sun-ivory.webp,a-square-sun-ivory.webp,ottavia-square-sunglasses-ivory,,,
A-SQUARE-SUN,Fashion,configurable,fashion,Fashion,Accessories/Eyewear,Ottavia square sunglasses,129,,1,4,2,1,Bold square sunglasses in polished acetate with grey gradient lenses.,Bold square sunglasses in polished acetate with grey gradient lenses..,0,1,,,,,a-square-sun-black.webp,a-square-sun-black.webp,a-square-sun-black.webp,a-square-sun-black.webp,ottavia-square-sunglasses,A-SQUARE-SUN-BLACK,color,Black
,,,,,,,,,,,,,,,,,,,,,,,,,,A-SQUARE-SUN-IVORY,color,Ivory
A-READING,Fashion,simple,fashion,Fashion,Accessories/Eyewear,Ottavia reading glasses,59,,1,4,2,1,"Lightweight reading glasses in a panto shape, with a cloth case.","Lightweight reading glasses in a panto shape, with a cloth case..",51,1,,,,,a-reading.webp,a-reading.webp,a-reading.webp,a-reading.webp,ottavia-reading-glasses,,,
A-CHAIN-NECK,Fashion,simple,fashion,Fashion,Accessories/Jewelry,Meridian curb chain,89,,1,4,2,1,"A slim curb chain in gold-plated sterling silver, 45 cm.","A slim curb chain in gold-plated sterling silver, 45 cm..",60,1,,,,Gold plated,a-chain-neck.webp,a-chain-neck.webp,a-chain-neck.webp,a-chain-neck.webp,meridian-curb-chain,,,
A-SIGNET-RING-SILVER,Fashion,simple,fashion,Fashion,,Halden signet ring Silver,119,,1,1,2,1,"A square signet ring in solid sterling silver, plain face for engraving.","A square signet ring in solid sterling silver, plain face for engraving..",36,1,Silver,,,Sterling silver,a-signet-ring-silver.webp,a-signet-ring-silver.webp,a-signet-ring-silver.webp,a-signet-ring-silver.webp,halden-signet-ring-silver,,,
A-SIGNET-RING-YELLOW,Fashion,simple,fashion,Fashion,,Halden signet ring Yellow,119,,1,1,2,1,"A square signet ring in solid sterling silver, plain face for engraving.","A square signet ring in solid sterling silver, plain face for engraving..",26,1,Yellow,,,Sterling silver,a-signet-ring-yellow.webp,a-signet-ring-yellow.webp,a-signet-ring-yellow.webp,a-signet-ring-yellow.webp,halden-signet-ring-yellow,,,
A-SIGNET-RING,Fashion,configurable,fashion,Fashion,Accessories/Jewelry,Halden signet ring,119,,1,4,2,1,"A square signet ring in solid sterling silver, plain face for engraving.","A square signet ring in solid sterling silver, plain face for engraving..",0,1,,,,Sterling silver,a-signet-ring-silver.webp,a-signet-ring-silver.webp,a-signet-ring-silver.webp,a-signet-ring-silver.webp,halden-signet-ring,A-SIGNET-RING-SILVER,color,Silver
,,,,,,,,,,,,,,,,,,,,,,,,,,A-SIGNET-RING-YELLOW,color,Yellow
A-HOOP-EAR,Fashion,simple,fashion,Fashion,Accessories/Jewelry,Bruma Sol hoops,65,,1,4,2,1,Medium hammered hoop earrings in gold-plated brass.,Medium hammered hoop earrings in gold-plated brass..,32,1,,,,Gold plated,a-hoop-ear.webp,a-hoop-ear.webp,a-hoop-ear.webp,a-hoop-ear.webp,bruma-sol-hoops,,,
A-BRACELET-BLUE-DARK,Fashion,simple,fashion,Fashion,,Coast rope bracelet Blue Dark,35,,1,1,2,1,A braided nylon rope bracelet with a stainless steel shackle clasp.,A braided nylon rope bracelet with a stainless steel shackle clasp..,50,1,Blue Dark,,,Nylon,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,coast-rope-bracelet-blue-dark,,,
A-BRACELET-RED,Fashion,simple,fashion,Fashion,,Coast rope bracelet Red,35,,1,1,2,1,A braided nylon rope bracelet with a stainless steel shackle clasp.,A braided nylon rope bracelet with a stainless steel shackle clasp..,30,1,Red,,,Nylon,a-bracelet-red.webp,a-bracelet-red.webp,a-bracelet-red.webp,a-bracelet-red.webp,coast-rope-bracelet-red,,,
A-BRACELET-GREEN,Fashion,simple,fashion,Fashion,,Coast rope bracelet Green,35,,1,1,2,1,A braided nylon rope bracelet with a stainless steel shackle clasp.,A braided nylon rope bracelet with a stainless steel shackle clasp..,9,1,Green,,,Nylon,a-bracelet-green.webp,a-bracelet-green.webp,a-bracelet-green.webp,a-bracelet-green.webp,coast-rope-bracelet-green,,,
A-BRACELET,Fashion,configurable,fashion,Fashion,Accessories/Jewelry,Coast rope bracelet,35,,1,4,2,1,A braided nylon rope bracelet with a stainless steel shackle clasp.,A braided nylon rope bracelet with a stainless steel shackle clasp..,0,1,,,,Nylon,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,a-bracelet-blue-dark.webp,coast-rope-bracelet,A-BRACELET-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,A-BRACELET-RED,color,Red
,,,,,,,,,,,,,,,,,,,,,,,,,,A-BRACELET-GREEN,color,Green
A-LEATHER-SANDAL-TAN,Fashion,simple,fashion,Fashion,,Halden leather sandals Tan,119,,1,1,2,1,Flat leather sandals with two straps and a moulded footbed.,Flat leather sandals with two straps and a moulded footbed..,30,1,Tan,,,Leather,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,halden-leather-sandals-tan,,,
A-LEATHER-SANDAL-BLACK,Fashion,simple,fashion,Fashion,,Halden leather sandals Black,119,,1,1,2,1,Flat leather sandals with two straps and a moulded footbed.,Flat leather sandals with two straps and a moulded footbed..,18,1,Black,,,Leather,a-leather-sandal-black.webp,a-leather-sandal-black.webp,a-leather-sandal-black.webp,a-leather-sandal-black.webp,halden-leather-sandals-black,,,
A-LEATHER-SANDAL,Fashion,configurable,fashion,Fashion,Accessories/Shoes,Halden leather sandals,119,,1,4,2,1,Flat leather sandals with two straps and a moulded footbed.,Flat leather sandals with two straps and a moulded footbed..,0,1,,,,Leather,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,a-leather-sandal-tan.webp,halden-leather-sandals,A-LEATHER-SANDAL-TAN,color,Tan
,,,,,,,,,,,,,,,,,,,,,,,,,,A-LEATHER-SANDAL-BLACK,color,Black
A-CANVAS-SNEAKER-WHITE,Fashion,simple,fashion,Fashion,,Harbour canvas sneakers White,79,,1,1,2,1,Low canvas sneakers with a natural rubber sole and cotton laces.,Low canvas sneakers with a natural rubber sole and cotton laces..,15,1,White,,,Cotton,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,harbour-canvas-sneakers-white,,,
A-CANVAS-SNEAKER-BLUE-DARK,Fashion,simple,fashion,Fashion,,Harbour canvas sneakers Blue Dark,79,,1,1,2,1,Low canvas sneakers with a natural rubber sole and cotton laces.,Low canvas sneakers with a natural rubber sole and cotton laces..,39,1,Blue Dark,,,Cotton,a-canvas-sneaker-blue-dark.webp,a-canvas-sneaker-blue-dark.webp,a-canvas-sneaker-blue-dark.webp,a-canvas-sneaker-blue-dark.webp,harbour-canvas-sneakers-blue-dark,,,
A-CANVAS-SNEAKER-GREEN,Fashion,simple,fashion,Fashion,,Harbour canvas sneakers Green,79,,1,1,2,1,Low canvas sneakers with a natural rubber sole and cotton laces.,Low canvas sneakers with a natural rubber sole and cotton laces..,11,1,Green,,,Cotton,a-canvas-sneaker-green.webp,a-canvas-sneaker-green.webp,a-canvas-sneaker-green.webp,a-canvas-sneaker-green.webp,harbour-canvas-sneakers-green,,,
A-CANVAS-SNEAKER,Fashion,configurable,fashion,Fashion,Accessories/Shoes,Harbour canvas sneakers,79,,1,4,2,1,Low canvas sneakers with a natural rubber sole and cotton laces.,Low canvas sneakers with a natural rubber sole and cotton laces..,0,1,,,,Cotton,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,a-canvas-sneaker-white.webp,harbour-canvas-sneakers,A-CANVAS-SNEAKER-WHITE,color,White
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CANVAS-SNEAKER-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CANVAS-SNEAKER-GREEN,color,Green
A-LOAFER-BROWN,Fashion,simple,fashion,Fashion,,Halden penny loafers Brown,189,,1,1,2,1,Penny loafers in full-grain leather with a stacked heel.,Penny loafers in full-grain leather with a stacked heel..,57,1,Brown,,,Leather,a-loafer-brown.webp,a-loafer-brown.webp,a-loafer-brown.webp,a-loafer-brown.webp,halden-penny-loafers-brown,,,
A-LOAFER-BLACK,Fashion,simple,fashion,Fashion,,Halden penny loafers Black,189,,1,1,2,1,Penny loafers in full-grain leather with a stacked heel.,Penny loafers in full-grain leather with a stacked heel..,26,1,Black,,,Leather,a-loafer-black.webp,a-loafer-black.webp,a-loafer-black.webp,a-loafer-black.webp,halden-penny-loafers-black,,,
A-LOAFER,Fashion,configurable,fashion,Fashion,Accessories/Shoes,Halden penny loafers,189,,1,4,2,1,Penny loafers in full-grain leather with a stacked heel.,Penny loafers in full-grain leather with a stacked heel..,0,1,,,,Leather,a-loafer-brown.webp,a-loafer-brown.webp,a-loafer-brown.webp,a-loafer-brown.webp,halden-penny-loafers,A-LOAFER-BROWN,color,Brown
,,,,,,,,,,,,,,,,,,,,,,,,,,A-LOAFER-BLACK,color,Black
A-ESPADRILLE-37,Fashion,simple,fashion,Fashion,,Bruma Sol espadrilles 37,59,,1,1,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",55,1,,37,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles-37,,,
A-ESPADRILLE-38,Fashion,simple,fashion,Fashion,,Bruma Sol espadrilles 38,59,,1,1,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",23,1,,38,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles-38,,,
A-ESPADRILLE-39,Fashion,simple,fashion,Fashion,,Bruma Sol espadrilles 39,59,,1,1,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",33,1,,39,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles-39,,,
A-ESPADRILLE-40,Fashion,simple,fashion,Fashion,,Bruma Sol espadrilles 40,59,,1,1,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",33,1,,40,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles-40,,,
A-ESPADRILLE-41,Fashion,simple,fashion,Fashion,,Bruma Sol espadrilles 41,59,,1,1,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",39,1,,41,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles-41,,,
A-ESPADRILLE,Fashion,configurable,fashion,Fashion,Accessories/Shoes,Bruma Sol espadrilles,59,45,1,4,2,1,"Canvas espadrilles with a jute sole, made in Spain.","Canvas espadrilles with a jute sole, made in Spain..",0,1,,,,Cotton,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,a-espadrille.webp,bruma-sol-espadrilles,A-ESPADRILLE-37,size,37
,,,,,,,,,,,,,,,,,,,,,,,,,,A-ESPADRILLE-38,size,38
,,,,,,,,,,,,,,,,,,,,,,,,,,A-ESPADRILLE-39,size,39
,,,,,,,,,,,,,,,,,,,,,,,,,,A-ESPADRILLE-40,size,40
,,,,,,,,,,,,,,,,,,,,,,,,,,A-ESPADRILLE-41,size,41
,,,,Fashion,Sale,,,,,,,,,,,,,,,,,,,,,,,
A-CHELSEA-40,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 40,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,18,1,,40,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-40,,,
A-CHELSEA-41,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 41,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,36,1,,41,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-41,,,
A-CHELSEA-42,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 42,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,33,1,,42,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-42,,,
A-CHELSEA-43,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 43,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,43,1,,43,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-43,,,
A-CHELSEA-44,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 44,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,25,1,,44,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-44,,,
A-CHELSEA-45,Fashion,simple,fashion,Fashion,,Fjordline chelsea boots 45,219,,1,1,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,16,1,,45,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots-45,,,
A-CHELSEA,Fashion,configurable,fashion,Fashion,Accessories/Shoes,Fjordline chelsea boots,219,,1,4,2,1,Suede chelsea boots with a crepe sole and elastic side panels.,Suede chelsea boots with a crepe sole and elastic side panels..,0,1,,,,Leather,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,a-chelsea.webp,fjordline-chelsea-boots,A-CHELSEA-40,size,40
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CHELSEA-41,size,41
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CHELSEA-42,size,42
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CHELSEA-43,size,43
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CHELSEA-44,size,44
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CHELSEA-45,size,45
A-WEEKENDER,Fashion,simple,fashion,Fashion,Accessories/Bags & Luggage,Halden leather weekender,349,,1,4,2,1,A full-grain leather weekender with a brass zip and a detachable strap. Fits under the seat.,A full-grain leather weekender with a brass zip and a detachable strap.,35,1,,,,Leather,a-weekender.webp,a-weekender.webp,a-weekender.webp,a-weekender.webp,halden-leather-weekender,,,
A-CROSSBODY-TAN,Fashion,simple,fashion,Fashion,,Meridian crossbody bag Tan,159,,1,1,2,1,A compact leather crossbody bag with a flap and an adjustable strap.,A compact leather crossbody bag with a flap and an adjustable strap..,43,1,Tan,,,Leather,a-crossbody-tan.webp,a-crossbody-tan.webp,a-crossbody-tan.webp,a-crossbody-tan.webp,meridian-crossbody-bag-tan,,,
A-CROSSBODY-BLACK,Fashion,simple,fashion,Fashion,,Meridian crossbody bag Black,159,,1,1,2,1,A compact leather crossbody bag with a flap and an adjustable strap.,A compact leather crossbody bag with a flap and an adjustable strap..,25,1,Black,,,Leather,a-crossbody-black.webp,a-crossbody-black.webp,a-crossbody-black.webp,a-crossbody-black.webp,meridian-crossbody-bag-black,,,
A-CROSSBODY-GREEN,Fashion,simple,fashion,Fashion,,Meridian crossbody bag Green,159,,1,1,2,1,A compact leather crossbody bag with a flap and an adjustable strap.,A compact leather crossbody bag with a flap and an adjustable strap..,53,1,Green,,,Leather,a-crossbody-green.webp,a-crossbody-green.webp,a-crossbody-green.webp,a-crossbody-green.webp,meridian-crossbody-bag-green,,,
A-CROSSBODY,Fashion,configurable,fashion,Fashion,Accessories/Bags & Luggage,Meridian crossbody bag,159,,1,4,2,1,A compact leather crossbody bag with a flap and an adjustable strap.,A compact leather crossbody bag with a flap and an adjustable strap..,0,1,,,,Leather,a-crossbody-tan.webp,a-crossbody-tan.webp,a-crossbody-tan.webp,a-crossbody-tan.webp,meridian-crossbody-bag,A-CROSSBODY-TAN,color,Tan
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CROSSBODY-BLACK,color,Black
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CROSSBODY-GREEN,color,Green
A-TOTE-OATMEAL,Fashion,simple,fashion,Fashion,,Harbour canvas tote Oatmeal,49,,1,1,2,1,A heavy canvas tote with leather handles and an inside pocket.,A heavy canvas tote with leather handles and an inside pocket..,30,1,Oatmeal,,,Cotton,a-tote-oatmeal.webp,a-tote-oatmeal.webp,a-tote-oatmeal.webp,a-tote-oatmeal.webp,harbour-canvas-tote-oatmeal,,,
A-TOTE-BLUE-DARK,Fashion,simple,fashion,Fashion,,Harbour canvas tote Blue Dark,49,,1,1,2,1,A heavy canvas tote with leather handles and an inside pocket.,A heavy canvas tote with leather handles and an inside pocket..,51,1,Blue Dark,,,Cotton,a-tote-blue-dark.webp,a-tote-blue-dark.webp,a-tote-blue-dark.webp,a-tote-blue-dark.webp,harbour-canvas-tote-blue-dark,,,
A-TOTE,Fashion,configurable,fashion,Fashion,Accessories/Bags & Luggage,Harbour canvas tote,49,39,1,4,2,1,A heavy canvas tote with leather handles and an inside pocket.,A heavy canvas tote with leather handles and an inside pocket..,0,1,,,,Cotton,a-tote-oatmeal.webp,a-tote-oatmeal.webp,a-tote-oatmeal.webp,a-tote-oatmeal.webp,harbour-canvas-tote,A-TOTE-OATMEAL,color,Oatmeal
,,,,,,,,,,,,,,,,,,,,,,,,,,A-TOTE-BLUE-DARK,color,Blue Dark
,,,,Fashion,Sale,,,,,,,,,,,,,,,,,,,,,,,
A-CABIN-CASE-SILVER,Fashion,simple,fashion,Fashion,,Fjordline cabin case Silver,279,,1,1,2,1,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock.,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock..,22,1,Silver,,,Recycled polyester,a-cabin-case-silver.webp,a-cabin-case-silver.webp,a-cabin-case-silver.webp,a-cabin-case-silver.webp,fjordline-cabin-case-silver,,,
A-CABIN-CASE-BLACK,Fashion,simple,fashion,Fashion,,Fjordline cabin case Black,279,,1,1,2,1,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock.,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock..,17,1,Black,,,Recycled polyester,a-cabin-case-black.webp,a-cabin-case-black.webp,a-cabin-case-black.webp,a-cabin-case-black.webp,fjordline-cabin-case-black,,,
A-CABIN-CASE-GREEN,Fashion,simple,fashion,Fashion,,Fjordline cabin case Green,279,,1,1,2,1,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock.,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock..,13,1,Green,,,Recycled polyester,a-cabin-case-green.webp,a-cabin-case-green.webp,a-cabin-case-green.webp,a-cabin-case-green.webp,fjordline-cabin-case-green,,,
A-CABIN-CASE,Fashion,configurable,fashion,Fashion,Accessories/Bags & Luggage,Fjordline cabin case,279,,1,4,2,1,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock.,A hard-shell cabin case in recycled polycarbonate with silent wheels and a TSA lock..,0,1,,,,Recycled polyester,a-cabin-case-silver.webp,a-cabin-case-silver.webp,a-cabin-case-silver.webp,a-cabin-case-silver.webp,fjordline-cabin-case,A-CABIN-CASE-SILVER,color,Silver
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CABIN-CASE-BLACK,color,Black
,,,,,,,,,,,,,,,,,,,,,,,,,,A-CABIN-CASE-GREEN,color,Green
A-BACKPACK,Fashion,simple,fashion,Fashion,Accessories/Bags & Luggage,Coast daypack,119,,1,4,2,1,A 20-litre daypack in recycled nylon with a padded laptop sleeve.,A 20-litre daypack in recycled nylon with a padded laptop sleeve..,17,1,,,,Nylon,a-backpack.webp,a-backpack.webp,a-backpack.webp,a-backpack.webp,coast-daypack,,,
