sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,sport,size,color,material,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
S-HIKE-SOCKS-36,Sports,simple,sports,Sports,,"Hiking socks, 2 pack 36",26,,1,1,2,0.8,Merino socks with a cushioned sole. Merino with a cushioned sole and a snug arch. No blisters on a three-day walk.,Merino socks with a cushioned sole.,53,1,Hiking,36,Grey,Wool,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,hiking-socks-2-pack-36,,,,,,
S-HIKE-SOCKS-39,Sports,simple,sports,Sports,,"Hiking socks, 2 pack 39",26,,1,1,2,0.8,Merino socks with a cushioned sole. Merino with a cushioned sole and a snug arch. No blisters on a three-day walk.,Merino socks with a cushioned sole.,28,1,Hiking,39,Grey,Wool,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,hiking-socks-2-pack-39,,,,,,
S-HIKE-SOCKS-42,Sports,simple,sports,Sports,,"Hiking socks, 2 pack 42",26,,1,1,2,0.8,Merino socks with a cushioned sole. Merino with a cushioned sole and a snug arch. No blisters on a three-day walk.,Merino socks with a cushioned sole.,40,1,Hiking,42,Grey,Wool,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,hiking-socks-2-pack-42,,,,,,
S-HIKE-SOCKS-45,Sports,simple,sports,Sports,,"Hiking socks, 2 pack 45",26,,1,1,2,0.8,Merino socks with a cushioned sole. Merino with a cushioned sole and a snug arch. No blisters on a three-day walk.,Merino socks with a cushioned sole.,24,1,Hiking,45,Grey,Wool,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,hiking-socks-2-pack-45,,,,,,
S-HIKE-SOCKS,Sports,configurable,sports,Sports,Hiking,"Hiking socks, 2 pack",26,,1,4,2,0.8,Merino socks with a cushioned sole. Merino with a cushioned sole and a snug arch. No blisters on a three-day walk.,Merino socks with a cushioned sole.,0,1,Hiking,,Grey,Wool,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,s-hike-socks.webp,hiking-socks-2-pack,S-HIKE-SOCKS-36,size,36,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKE-SOCKS-39,size,39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKE-SOCKS-42,size,42,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKE-SOCKS-45,size,45,,,
S-GOGGLES-BLACK,Sports,simple,sports,Sports,,Swim goggles Black,32,,1,1,2,0.8,Low-profile goggles with a curved lens and five nose bridges. The curved lens gives a wide view and the five bridges give a real fit. Anti-fog inside.,Low-profile goggles with a curved lens and five nose bridges.,32,1,Swimming,One size,Black,Rubber,s-goggles-black.webp,s-goggles-black.webp,s-goggles-black.webp,s-goggles-black.webp,swim-goggles-black,,,,,,
S-GOGGLES-BLUE,Sports,simple,sports,Sports,,Swim goggles Blue,32,,1,1,2,0.8,Low-profile goggles with a curved lens and five nose bridges. The curved lens gives a wide view and the five bridges give a real fit. Anti-fog inside.,Low-profile goggles with a curved lens and five nose bridges.,25,1,Swimming,One size,Blue,Rubber,s-goggles-blue.webp,s-goggles-blue.webp,s-goggles-blue.webp,s-goggles-blue.webp,swim-goggles-blue,,,,,,
S-GOGGLES-SILVER,Sports,simple,sports,Sports,,Swim goggles Silver,32,,1,1,2,0.8,Low-profile goggles with a curved lens and five nose bridges. The curved lens gives a wide view and the five bridges give a real fit. Anti-fog inside.,Low-profile goggles with a curved lens and five nose bridges.,8,1,Swimming,One size,Silver,Rubber,s-goggles-silver.webp,s-goggles-silver.webp,s-goggles-silver.webp,s-goggles-silver.webp,swim-goggles-silver,,,,,,
S-GOGGLES,Sports,configurable,sports,Sports,Swimming,Swim goggles,32,,1,4,2,0.8,Low-profile goggles with a curved lens and five nose bridges. The curved lens gives a wide view and the five bridges give a real fit. Anti-fog inside.,Low-profile goggles with a curved lens and five nose bridges.,0,1,Swimming,One size,,Rubber,s-goggles-black.webp,s-goggles-black.webp,s-goggles-black.webp,s-goggles-black.webp,swim-goggles,S-GOGGLES-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-GOGGLES-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-GOGGLES-SILVER,color,Silver,,,
S-SWIMSUIT-BLACK,Sports,simple,sports,Sports,,Training swimsuit Black,55,,1,1,2,0.8,A chlorine-proof one-piece with a medium back. Chlorine-proof fabric that keeps its shape for a year of mornings. The medium back gives free shoulders.,A chlorine-proof one-piece with a medium back.,59,1,Swimming,,Black,Recycled polyester,s-swimsuit-black.webp,s-swimsuit-black.webp,s-swimsuit-black.webp,s-swimsuit-black.webp,training-swimsuit-black,,,,,,
S-SWIMSUIT-BLUE-DARK,Sports,simple,sports,Sports,,Training swimsuit Blue Dark,55,,1,1,2,0.8,A chlorine-proof one-piece with a medium back. Chlorine-proof fabric that keeps its shape for a year of mornings. The medium back gives free shoulders.,A chlorine-proof one-piece with a medium back.,58,1,Swimming,,Blue Dark,Recycled polyester,s-swimsuit-blue-dark.webp,s-swimsuit-blue-dark.webp,s-swimsuit-blue-dark.webp,s-swimsuit-blue-dark.webp,training-swimsuit-blue-dark,,,,,,
S-SWIMSUIT,Sports,configurable,sports,Sports,Swimming,Training swimsuit,55,,1,4,2,0.8,A chlorine-proof one-piece with a medium back. Chlorine-proof fabric that keeps its shape for a year of mornings. The medium back gives free shoulders.,A chlorine-proof one-piece with a medium back.,0,1,Swimming,,,Recycled polyester,s-swimsuit-black.webp,s-swimsuit-black.webp,s-swimsuit-black.webp,s-swimsuit-black.webp,training-swimsuit,S-SWIMSUIT-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-SWIMSUIT-BLUE-DARK,color,Blue Dark,,,
S-JAMMERS-XS,Sports,simple,sports,Sports,,Training jammers XS,45,,1,1,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,57,1,Swimming,XS,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers-xs,,,,,,
S-JAMMERS-S,Sports,simple,sports,Sports,,Training jammers S,45,,1,1,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,58,1,Swimming,S,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers-s,,,,,,
S-JAMMERS-M,Sports,simple,sports,Sports,,Training jammers M,45,,1,1,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,19,1,Swimming,M,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers-m,,,,,,
S-JAMMERS-L,Sports,simple,sports,Sports,,Training jammers L,45,,1,1,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,58,1,Swimming,L,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers-l,,,,,,
S-JAMMERS-XL,Sports,simple,sports,Sports,,Training jammers XL,45,,1,1,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,14,1,Swimming,XL,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers-xl,,,,,,
S-JAMMERS,Sports,configurable,sports,Sports,Swimming,Training jammers,45,,1,4,2,0.8,Knee-length jammers that last a season of chlorine. A drawstring waist and a fabric that lasts. Quick to dry.,Knee-length jammers that last a season of chlorine.,0,1,Swimming,,Black,Recycled polyester,s-jammers.webp,s-jammers.webp,s-jammers.webp,s-jammers.webp,training-jammers,S-JAMMERS-XS,size,XS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-JAMMERS-S,size,S,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-JAMMERS-M,size,M,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-JAMMERS-L,size,L,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-JAMMERS-XL,size,XL,,,
S-SWIM-CAP-BLACK,Sports,simple,sports,Sports,,Silicone cap Black,10,,1,1,2,0.8,A soft silicone cap that does not pull. Soft silicone that goes on without pulling hair. One size.,A soft silicone cap that does not pull.,15,1,Swimming,One size,Black,Rubber,s-swim-cap-black.webp,s-swim-cap-black.webp,s-swim-cap-black.webp,s-swim-cap-black.webp,silicone-cap-black,,,,,,
S-SWIM-CAP-BLUE,Sports,simple,sports,Sports,,Silicone cap Blue,10,,1,1,2,0.8,A soft silicone cap that does not pull. Soft silicone that goes on without pulling hair. One size.,A soft silicone cap that does not pull.,35,1,Swimming,One size,Blue,Rubber,s-swim-cap-blue.webp,s-swim-cap-blue.webp,s-swim-cap-blue.webp,s-swim-cap-blue.webp,silicone-cap-blue,,,,,,
S-SWIM-CAP-PINK,Sports,simple,sports,Sports,,Silicone cap Pink,10,,1,1,2,0.8,A soft silicone cap that does not pull. Soft silicone that goes on without pulling hair. One size.,A soft silicone cap that does not pull.,32,1,Swimming,One size,Pink,Rubber,s-swim-cap-pink.webp,s-swim-cap-pink.webp,s-swim-cap-pink.webp,s-swim-cap-pink.webp,silicone-cap-pink,,,,,,
S-SWIM-CAP,Sports,configurable,sports,Sports,Swimming,Silicone cap,10,,1,4,2,0.8,A soft silicone cap that does not pull. Soft silicone that goes on without pulling hair. One size.,A soft silicone cap that does not pull.,0,1,Swimming,One size,,Rubber,s-swim-cap-black.webp,s-swim-cap-black.webp,s-swim-cap-black.webp,s-swim-cap-black.webp,silicone-cap,S-SWIM-CAP-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-SWIM-CAP-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-SWIM-CAP-PINK,color,Pink,,,
S-TOWEL-BLUE,Sports,simple,sports,Sports,,Microfibre towel Blue,22,,1,1,2,0.8,"A large towel that dries in an hour and packs to a fist. Large enough to wrap, small enough for a pocket. It dries in an hour on a rail.",A large towel that dries in an hour and packs to a fist.,17,1,Swimming|Hiking,One size,Blue,Recycled polyester,s-towel-blue.webp,s-towel-blue.webp,s-towel-blue.webp,s-towel-blue.webp,microfibre-towel-blue,,,,,,
S-TOWEL-GREY,Sports,simple,sports,Sports,,Microfibre towel Grey,22,,1,1,2,0.8,"A large towel that dries in an hour and packs to a fist. Large enough to wrap, small enough for a pocket. It dries in an hour on a rail.",A large towel that dries in an hour and packs to a fist.,19,1,Swimming|Hiking,One size,Grey,Recycled polyester,s-towel-grey.webp,s-towel-grey.webp,s-towel-grey.webp,s-towel-grey.webp,microfibre-towel-grey,,,,,,
S-TOWEL,Sports,configurable,sports,Sports,Swimming,Microfibre towel,22,,1,4,2,0.8,"A large towel that dries in an hour and packs to a fist. Large enough to wrap, small enough for a pocket. It dries in an hour on a rail.",A large towel that dries in an hour and packs to a fist.,0,1,Swimming|Hiking,One size,,Recycled polyester,s-towel-blue.webp,s-towel-blue.webp,s-towel-blue.webp,s-towel-blue.webp,microfibre-towel,S-TOWEL-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-TOWEL-GREY,color,Grey,,,
,,,,Sports,Hiking,,,,,,,,,,,,,,,,,,,,,,,,,,
S-TOW-FLOAT,Sports,simple,sports,Sports,Swimming,Open water tow float,30,,1,4,2,0.8,"A bright float with a dry pocket, for open water. Bright orange so boats see you, with a dry pocket for keys and a phone. It clips to a waist belt.","A bright float with a dry pocket, for open water.",59,1,Swimming,One size,Orange,Nylon,s-tow-float.webp,s-tow-float.webp,s-tow-float.webp,s-tow-float.webp,open-water-tow-float,,,,,,
S-HOME-GYM,Sports,grouped,sports,Sports,Gym & Training,Home gym kit,330,,1,4,2,0.8,"A kettlebell, bands, a rope and a mat. Everything for a full session in a small room. Cheaper than the four bought apart.","A kettlebell, bands, a rope and a mat.",0,1,Gym,One size,Black,,s-home-gym.webp,s-home-gym.webp,s-home-gym.webp,s-home-gym.webp,home-gym-kit,,,,S-KETTLEBELL-16,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-BANDS,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-JUMP-ROPE,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-RUBBER-MAT-CHARCOAL,1,4
S-RECOVERY-KIT,Sports,grouped,sports,Sports,Yoga & Recovery,Recovery kit,60,,1,4,2,0.8,"A roller, a ball set and a strap. The three tools our physio uses, in one bag. Ten minutes after each run.","A roller, a ball set and a strap.",0,1,Yoga|Running,One size,Black,Rubber,s-recovery-kit.webp,s-recovery-kit.webp,s-recovery-kit.webp,s-recovery-kit.webp,recovery-kit,,,,S-ROLLER,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-MASSAGE-BALL,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-STRAP,1,3
,,,,Sports,Running,,,,,,,,,,,,,,,,,,,,,,,,,,
S-GIFT-CARD,Sports,virtual,sports,Sports,Gym & Training,Stride gift card,50,,1,4,2,0.8,"A gift card by email. Delivered by email within the hour, with a message of your own. Valid for a year in the store.",A gift card by email.,45,1,,,,,s-gift-card.webp,s-gift-card.webp,s-gift-card.webp,s-gift-card.webp,stride-gift-card,,,,,,
