sku,_product_websites,_root_category,_category,_store,name,price,status,visibility,tax_class_id,weight,description,short_description
,,,,de,Die Stadt aus Wasser Gebunden,,,,,,"Venedig von der Lagune bis zur Biennale, in zwanzig Bauten. Zwanzig Bauten, zwanzig kurze Essays, ein Stadtplan. Zum Mitnehmen oder zum Lesen zu Hause.","Venedig von der Lagune bis zur Biennale, in zwanzig Bauten."
,,,,it,La città d'acqua Copertina rigida,,,,,,"Venezia dalla laguna alla biennale, in venti edifici. Venti edifici, venti brevi saggi, una pianta della città. Da portare con sé o da leggere a casa.","Venezia dalla laguna alla biennale, in venti edifici."
B-CITY-WATER-PAPERBACK,base,,,,The City of Water Paperback,20,1,1,2,0.4,"Venice from lagoon to biennale, in twenty buildings. Twenty buildings, twenty short essays, one plan of the city. Take it with you or read it at home.","Venice from lagoon to biennale, in twenty buildings."
,,,,,,,,,,,,
,,,,fr,La ville deau Broché,,,,,,"Venise de la lagune à la biennale, en vingt bâtiments. Vingt bâtiments, vingt courts essais, un plan de la ville. À emporter ou à lire chez soi.","Venise de la lagune à la biennale, en vingt bâtiments."
,,,,de,Die Stadt aus Wasser Taschenbuch,,,,,,"Venedig von der Lagune bis zur Biennale, in zwanzig Bauten. Zwanzig Bauten, zwanzig kurze Essays, ein Stadtplan. Zum Mitnehmen oder zum Lesen zu Hause.","Venedig von der Lagune bis zur Biennale, in zwanzig Bauten."
,,,,it,La città d'acqua Brossura,,,,,,"Venezia dalla laguna alla biennale, in venti edifici. Venti edifici, venti brevi saggi, una pianta della città. Da portare con sé o da leggere a casa.","Venezia dalla laguna alla biennale, in venti edifici."
B-CITY-WATER,base,Default Category,Books/History,,The City of Water,20,1,4,2,0.4,"Venice from lagoon to biennale, in twenty buildings. Twenty buildings, twenty short essays, one plan of the city. Take it with you or read it at home.","Venice from lagoon to biennale, in twenty buildings."
,,,,,,,,,,,,
,,,,fr,La ville deau,,,,,,"Venise de la lagune à la biennale, en vingt bâtiments. Vingt bâtiments, vingt courts essais, un plan de la ville. À emporter ou à lire chez soi.","Venise de la lagune à la biennale, en vingt bâtiments."
,,,,de,Die Stadt aus Wasser,,,,,,"Venedig von der Lagune bis zur Biennale, in zwanzig Bauten. Zwanzig Bauten, zwanzig kurze Essays, ein Stadtplan. Zum Mitnehmen oder zum Lesen zu Hause.","Venedig von der Lagune bis zur Biennale, in zwanzig Bauten."
,,,,it,La città d'acqua,,,,,,"Venezia dalla laguna alla biennale, in venti edifici. Venti edifici, venti brevi saggi, una pianta della città. Da portare con sé o da leggere a casa.","Venezia dalla laguna alla biennale, in venti edifici."
B-LETTERS,base,Default Category,Books/History,,Letters from the Front,18,1,4,2,0.4,"Sixty letters, sixty lives. A war told from the kitchen table. The letters are printed whole, with a page of context before each one. Hard to read quickly.","Sixty letters, sixty lives."
,,,,,,,,,,,,
,,,,fr,Lettres du front,,,,,,"Soixante lettres, soixante vies. Une guerre racontée depuis la table de la cuisine. Les lettres sont imprimées en entier, avec une page de contexte avant chacune. Difficile à lire vite.","Soixante lettres, soixante vies."
,,,,de,Briefe von der Front,,,,,,"Sechzig Briefe, sechzig Leben. Ein Krieg, erzählt vom Küchentisch aus. Die Briefe sind vollständig abgedruckt, mit einer Seite Kontext vor jedem. Schwer schnell zu lesen.","Sechzig Briefe, sechzig Leben."
,,,,it,Lettere dal fronte,,,,,,"Sessanta lettere, sessanta vite. Una guerra raccontata dal tavolo di cucina. Le lettere sono stampate per intero, con una pagina di contesto prima di ognuna. Difficile leggerlo in fretta.","Sessanta lettere, sessanta vite."
B-EMPIRE-TEA,base,Default Category,Books/History,,An Empire of Tea,19,1,4,2,0.4,"How a leaf built fortunes and broke nations. Trade, taste and politics in one leaf. The author has a gift for the telling detail.",How a leaf built fortunes and broke nations.
,,Default Category,Books/Cooking,,,,,,,,,
,,,,fr,Un empire du thé,,,,,,"Comment une feuille a bâti des fortunes et brisé des nations. Commerce, goût et politique dans une seule feuille. L'auteur a le don du détail qui parle.",Comment une feuille a bâti des fortunes et brisé des nations.
,,,,de,Ein Imperium aus Tee,,,,,,"Wie ein Blatt Vermögen schuf und Nationen zerbrach. Handel, Geschmack und Politik in einem einzigen Blatt. Der Autor hat ein Gespür für das sprechende Detail.",Wie ein Blatt Vermögen schuf und Nationen zerbrach.
,,,,it,Un impero di tè,,,,,,"Come una foglia ha costruito fortune e spezzato nazioni. Commercio, gusto e politica in una sola foglia. L'autore ha il dono del dettaglio che dice tutto.",Come una foglia ha costruito fortune e spezzato nazioni.
B-PLAGUE-YEAR,base,Default Category,Books/History,,The Plague Year,17,1,4,2,0.4,"One city, one year, one doctor keeping a diary. A diary edited into a story, with the gaps left in. The doctor never says what he feels, and you feel it anyway.","One city, one year, one doctor keeping a diary."
,,,,,,,,,,,,
,,,,fr,Lannée de la peste,,,,,,"Une ville, une année, un médecin qui tient un journal. Un journal transformé en récit, avec les silences conservés. Le médecin ne dit jamais ce qu'il ressent, et on le ressent quand même.","Une ville, une année, un médecin qui tient un journal."
,,,,de,Das Pestjahr,,,,,,"Eine Stadt, ein Jahr, ein Arzt, der Tagebuch führt. Ein Tagebuch, zu einer Erzählung geordnet, mit den Lücken darin. Der Arzt sagt nie, was er fühlt, und man fühlt es trotzdem.","Eine Stadt, ein Jahr, ein Arzt, der Tagebuch führt."
,,,,it,Lanno della peste,,,,,,"Una città, un anno, un medico che tiene un diario. Un diario montato in racconto, con i vuoti lasciati dentro. Il medico non dice mai quello che prova, e tu lo senti lo stesso.","Una città, un anno, un medico che tiene un diario."
B-WEEKNIGHT-HARDCOVER,base,,,,Weeknight Hardcover,26,1,1,2,0.4,"Sixty dinners in under forty minutes, with a shopping list that fits one hand. Every recipe on one page, with a photo and a timeline. Sixty dinners, no special equipment.","Sixty dinners in under forty minutes, with a shopping list that fits one hand."
,,,,,,,,,,,,
,,,,fr,En semaine Relié,,,,,,"Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main. Chaque recette sur une page, avec une photo et un déroulé. Soixante dîners, sans matériel particulier.","Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main."
,,,,de,Unter der Woche Gebunden,,,,,,"Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt. Jedes Rezept auf einer Seite, mit Foto und Zeitplan. Sechzig Abendessen, ohne Spezialgerät.","Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt."
,,,,it,Feriali Copertina rigida,,,,,,"Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano. Ogni ricetta su una pagina, con foto e tempi. Sessanta cene, senza attrezzatura speciale.","Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano."
B-WEEKNIGHT-E-BOOK,base,,,,Weeknight E-book,26,1,1,2,0.4,"Sixty dinners in under forty minutes, with a shopping list that fits one hand. Every recipe on one page, with a photo and a timeline. Sixty dinners, no special equipment.","Sixty dinners in under forty minutes, with a shopping list that fits one hand."
,,,,,,,,,,,,
,,,,fr,En semaine Livre numérique,,,,,,"Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main. Chaque recette sur une page, avec une photo et un déroulé. Soixante dîners, sans matériel particulier.","Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main."
,,,,de,Unter der Woche E-Book,,,,,,"Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt. Jedes Rezept auf einer Seite, mit Foto und Zeitplan. Sechzig Abendessen, ohne Spezialgerät.","Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt."
,,,,it,Feriali E-book,,,,,,"Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano. Ogni ricetta su una pagina, con foto e tempi. Sessanta cene, senza attrezzatura speciale.","Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano."
B-WEEKNIGHT,base,Default Category,Books/Cooking,,Weeknight,26,1,4,2,0.4,"Sixty dinners in under forty minutes, with a shopping list that fits one hand. Every recipe on one page, with a photo and a timeline. Sixty dinners, no special equipment.","Sixty dinners in under forty minutes, with a shopping list that fits one hand."
,,,,,,,,,,,,
,,,,fr,En semaine,,,,,,"Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main. Chaque recette sur une page, avec une photo et un déroulé. Soixante dîners, sans matériel particulier.","Soixante dîners en moins de quarante minutes, avec une liste de courses qui tient dans une main."
,,,,de,Unter der Woche,,,,,,"Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt. Jedes Rezept auf einer Seite, mit Foto und Zeitplan. Sechzig Abendessen, ohne Spezialgerät.","Sechzig Abendessen in unter vierzig Minuten, mit einer Einkaufsliste, die in eine Hand passt."
,,,,it,Feriali,,,,,,"Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano. Ogni ricetta su una pagina, con foto e tempi. Sessanta cene, senza attrezzatura speciale.","Sessanta cene in meno di quaranta minuti, con una lista della spesa che sta in una mano."
B-BREAD-BOOK,base,Default Category,Books/Cooking,,The Bread Book,28,1,4,2,0.4,"Sourdough, flatbreads and buns, with step photographs and no mystique. Twenty base recipes with variations, and photographs of every fold. The starter chapter alone is worth the price.","Sourdough, flatbreads and buns, with step photographs and no mystique."
,,,,,,,,,,,,
,,,,fr,Le livre du pain,,,,,,"Pain au levain, galettes et brioches, avec des photos d'étapes et sans mystère. Vingt recettes de base avec des variantes, et une photo de chaque rabat. Le chapitre sur le levain vaut à lui seul le prix.","Pain au levain, galettes et brioches, avec des photos d'étapes et sans mystère."
,,,,de,Das Brotbuch,,,,,,"Sauerteig, Fladenbrote und Brötchen, mit Schrittfotos und ohne Geheimniskrämerei. Zwanzig Grundrezepte mit Varianten und Fotos von jeder Faltung. Allein das Kapitel zum Anstellgut ist den Preis wert.","Sauerteig, Fladenbrote und Brötchen, mit Schrittfotos und ohne Geheimniskrämerei."
,,,,it,Il libro del pane,,,,,,"Lievito madre, focacce e panini, con foto passo passo e senza misteri. Venti ricette base con varianti e la foto di ogni piega. Il capitolo sul lievito vale da solo il prezzo.","Lievito madre, focacce e panini, con foto passo passo e senza misteri."
B-VEG-FIRST-HARDCOVER,base,,,,Vegetables First Hardcover,25,1,1,2,0.4,"A hundred recipes that start with what is in season. Organised by season, then by vegetable. Most recipes feed four in under an hour.",A hundred recipes that start with what is in season.
,,,,,,,,,,,,
,,,,fr,Les légumes d'abord Relié,,,,,,"Cent recettes qui partent de ce qui est de saison. Classées par saison, puis par légume. La plupart nourrissent quatre personnes en moins d'une heure.",Cent recettes qui partent de ce qui est de saison.
,,,,de,Gemüse zuerst Gebunden,,,,,,"Hundert Rezepte, die bei dem beginnen, was Saison hat. Nach Jahreszeit geordnet, dann nach Gemüse. Die meisten sättigen vier Personen in unter einer Stunde.","Hundert Rezepte, die bei dem beginnen, was Saison hat."
,,,,it,Prima le verdure Copertina rigida,,,,,,"Cento ricette che partono da quello che è di stagione. Ordinate per stagione, poi per verdura. Quasi tutte sfamano quattro persone in meno di un'ora.",Cento ricette che partono da quello che è di stagione.
B-VEG-FIRST-PAPERBACK,base,,,,Vegetables First Paperback,25,1,1,2,0.4,"A hundred recipes that start with what is in season. Organised by season, then by vegetable. Most recipes feed four in under an hour.",A hundred recipes that start with what is in season.
,,,,,,,,,,,,
,,,,fr,Les légumes d'abord Broché,,,,,,"Cent recettes qui partent de ce qui est de saison. Classées par saison, puis par légume. La plupart nourrissent quatre personnes en moins d'une heure.",Cent recettes qui partent de ce qui est de saison.
,,,,de,Gemüse zuerst Taschenbuch,,,,,,"Hundert Rezepte, die bei dem beginnen, was Saison hat. Nach Jahreszeit geordnet, dann nach Gemüse. Die meisten sättigen vier Personen in unter einer Stunde.","Hundert Rezepte, die bei dem beginnen, was Saison hat."
,,,,it,Prima le verdure Brossura,,,,,,"Cento ricette che partono da quello che è di stagione. Ordinate per stagione, poi per verdura. Quasi tutte sfamano quattro persone in meno di un'ora.",Cento ricette che partono da quello che è di stagione.
B-VEG-FIRST,base,Default Category,Books/Cooking,,Vegetables First,25,1,4,2,0.4,"A hundred recipes that start with what is in season. Organised by season, then by vegetable. Most recipes feed four in under an hour.",A hundred recipes that start with what is in season.
,,,,,,,,,,,,
,,,,fr,Les légumes d'abord,,,,,,"Cent recettes qui partent de ce qui est de saison. Classées par saison, puis par légume. La plupart nourrissent quatre personnes en moins d'une heure.",Cent recettes qui partent de ce qui est de saison.
,,,,de,Gemüse zuerst,,,,,,"Hundert Rezepte, die bei dem beginnen, was Saison hat. Nach Jahreszeit geordnet, dann nach Gemüse. Die meisten sättigen vier Personen in unter einer Stunde.","Hundert Rezepte, die bei dem beginnen, was Saison hat."
,,,,it,Prima le verdure,,,,,,"Cento ricette che partono da quello che è di stagione. Ordinate per stagione, poi per verdura. Quasi tutte sfamano quattro persone in meno di un'ora.",Cento ricette che partono da quello che è di stagione.
B-PRESERVES,base,Default Category,Books/Cooking,,Jars,22,1,4,2,0.4,"Jams, pickles and ferments for a small kitchen. Small batches, ordinary jars, a chapter on what went wrong and why. Good for a first ferment.","Jams, pickles and ferments for a small kitchen."
,,,,,,,,,,,,
,,,,fr,Bocaux,,,,,,"Confitures, conserves au vinaigre et ferments pour une petite cuisine. Petites quantités, bocaux ordinaires, un chapitre sur ce qui a raté et pourquoi. Parfait pour une première fermentation.","Confitures, conserves au vinaigre et ferments pour une petite cuisine."
,,,,de,Gläser,,,,,,"Marmeladen, Eingelegtes und Fermente für eine kleine Küche. Kleine Mengen, gewöhnliche Gläser, ein Kapitel darüber, was schiefging und warum. Gut für die erste Fermentation.","Marmeladen, Eingelegtes und Fermente für eine kleine Küche."
,,,,it,Barattoli,,,,,,"Marmellate, sottaceti e fermentati per una cucina piccola. Piccole quantità, barattoli comuni, un capitolo su cosa è andato storto e perché. Ottimo per una prima fermentazione.","Marmellate, sottaceti e fermentati per una cucina piccola."
B-COFFEE-BOOK,base,Default Category,Books/Cooking,,Coffee at Home,20,1,4,2,0.4,"Beans, water, grind, time. Everything else is detail. Filter, espresso, cold brew, in that order of difficulty. Each method has a ratio and a timing chart.","Beans, water, grind, time."
,,,,,,,,,,,,
,,,,fr,Le café à la maison,,,,,,"Le grain, l'eau, la mouture, le temps. Tout le reste est du détail. Filtre, espresso, extraction à froid, dans cet ordre de difficulté. Chaque méthode a son ratio et son tableau de temps.","Le grain, l'eau, la mouture, le temps."
,,,,de,Kaffee zu Hause,,,,,,"Bohne, Wasser, Mahlgrad, Zeit. Alles andere ist Detail. Filter, Espresso, Cold Brew, in dieser Reihenfolge der Schwierigkeit. Jede Methode hat ein Verhältnis und eine Zeittabelle.","Bohne, Wasser, Mahlgrad, Zeit."
,,,,it,Il caffè a casa,,,,,,"Chicco, acqua, macinatura, tempo. Tutto il resto è dettaglio. Filtro, espresso, cold brew, in quest'ordine di difficoltà. Ogni metodo ha un rapporto e una tabella dei tempi.","Chicco, acqua, macinatura, tempo."
B-GOODNIGHT-FOX,base,Default Category,Books/Children,,"Goodnight, Little Fox",12,1,4,2,0.4,"A picture book for the last five minutes of the day. Twenty-four pages, soft colours, one sentence a page. Ages one to four.",A picture book for the last five minutes of the day.
,,,,,,,,,,,,
,,,,fr,"Bonne nuit, petit renard",,,,,,"Un album pour les cinq dernières minutes de la journée. Vingt-quatre pages, des couleurs douces, une phrase par page. De un à quatre ans.",Un album pour les cinq dernières minutes de la journée.
,,,,de,"Gute Nacht, kleiner Fuchs",,,,,,"Ein Bilderbuch für die letzten fünf Minuten des Tages. Vierundzwanzig Seiten, weiche Farben, ein Satz pro Seite. Von eins bis vier Jahren.",Ein Bilderbuch für die letzten fünf Minuten des Tages.
,,,,it,"Buonanotte, piccola volpe",,,,,,"Un albo illustrato per gli ultimi cinque minuti della giornata. Ventiquattro pagine, colori tenui, una frase per pagina. Da uno a quattro anni.",Un albo illustrato per gli ultimi cinque minuti della giornata.
B-BIG-DIG,base,Default Category,Books/Children,,The Big Dig,12,1,4,2,0.4,"Diggers, dumpers and a very deep hole. Big machines, big sounds, and a hole that gets deeper every page. Ages two to five.","Diggers, dumpers and a very deep hole."
,,,,,,,,,,,,
,,,,fr,Le grand chantier,,,,,,"Des pelleteuses, des tombereaux et un trou très profond. De grosses machines, de gros bruits, et un trou qui se creuse à chaque page. De deux à cinq ans.","Des pelleteuses, des tombereaux et un trou très profond."
,,,,de,Die große Baustelle,,,,,,"Bagger, Kipper und ein sehr tiefes Loch. Große Maschinen, große Geräusche und ein Loch, das mit jeder Seite tiefer wird. Von zwei bis fünf Jahren.","Bagger, Kipper und ein sehr tiefes Loch."
,,,,it,Il grande scavo,,,,,,"Scavatrici, dumper e una buca molto profonda. Macchine grandi, rumori grandi e una buca che si fa più profonda a ogni pagina. Da due a cinque anni.","Scavatrici, dumper e una buca molto profonda."
B-SEA-ADVENTURE-PAPERBACK,base,,,,Milo and the Sea Paperback,9,1,1,2,0.4,"A first chapter book about a boy, a boat and a very patient seagull. Ten short chapters with a picture on every spread. For readers of six to eight.","A first chapter book about a boy, a boat and a very patient seagull."
,,,,,,,,,,,,
,,,,fr,Milo et la mer Broché,,,,,,"Un premier roman illustré sur un garçon, un bateau et une mouette très patiente. Dix courts chapitres avec une image sur chaque double page. Pour les lecteurs de six à huit ans.","Un premier roman illustré sur un garçon, un bateau et une mouette très patiente."
,,,,de,Milo und das Meer Taschenbuch,,,,,,"Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe. Zehn kurze Kapitel mit einem Bild auf jeder Doppelseite. Für Leser von sechs bis acht.","Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe."
,,,,it,Milo e il mare Brossura,,,,,,"Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente. Dieci capitoli brevi con una figura su ogni doppia pagina. Per lettori dai sei agli otto anni.","Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente."
B-SEA-ADVENTURE-AUDIOBOOK,base,,,,Milo and the Sea Audiobook,9,1,1,2,0.4,"A first chapter book about a boy, a boat and a very patient seagull. Ten short chapters with a picture on every spread. For readers of six to eight.","A first chapter book about a boy, a boat and a very patient seagull."
,,,,,,,,,,,,
,,,,fr,Milo et la mer Livre audio,,,,,,"Un premier roman illustré sur un garçon, un bateau et une mouette très patiente. Dix courts chapitres avec une image sur chaque double page. Pour les lecteurs de six à huit ans.","Un premier roman illustré sur un garçon, un bateau et une mouette très patiente."
,,,,de,Milo und das Meer Hörbuch,,,,,,"Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe. Zehn kurze Kapitel mit einem Bild auf jeder Doppelseite. Für Leser von sechs bis acht.","Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe."
,,,,it,Milo e il mare Audiolibro,,,,,,"Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente. Dieci capitoli brevi con una figura su ogni doppia pagina. Per lettori dai sei agli otto anni.","Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente."
B-SEA-ADVENTURE,base,Default Category,Books/Children,,Milo and the Sea,9,1,4,2,0.4,"A first chapter book about a boy, a boat and a very patient seagull. Ten short chapters with a picture on every spread. For readers of six to eight.","A first chapter book about a boy, a boat and a very patient seagull."
,,,,,,,,,,,,
,,,,fr,Milo et la mer,,,,,,"Un premier roman illustré sur un garçon, un bateau et une mouette très patiente. Dix courts chapitres avec une image sur chaque double page. Pour les lecteurs de six à huit ans.","Un premier roman illustré sur un garçon, un bateau et une mouette très patiente."
,,,,de,Milo und das Meer,,,,,,"Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe. Zehn kurze Kapitel mit einem Bild auf jeder Doppelseite. Für Leser von sechs bis acht.","Ein erstes Kapitelbuch über einen Jungen, ein Boot und eine sehr geduldige Möwe."
,,,,it,Milo e il mare,,,,,,"Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente. Dieci capitoli brevi con una figura su ogni doppia pagina. Per lettori dai sei agli otto anni.","Un primo libro a capitoli su un bambino, una barca e un gabbiano molto paziente."
B-DRAGON-SCHOOL-PAPERBACK,base,,,,Dragon School Paperback,9,1,1,2,0.4,"Where dragons learn to fly and one of them would rather read. A funny school story with a quiet hero. Ages seven to ten, and the adult reading aloud.",Where dragons learn to fly and one of them would rather read.
,,,,,,,,,,,,
,,,,fr,Lécole des dragons Broché,,,,,,"Là où les dragons apprennent à voler, et où l'un d'eux préfère lire. Une histoire d'école drôle avec un héros discret. De sept à dix ans, et l'adulte qui lit à voix haute.","Là où les dragons apprennent à voler, et où l'un d'eux préfère lire."
,,,,de,Drachenschule Taschenbuch,,,,,,"Wo Drachen fliegen lernen und einer von ihnen lieber liest. Eine lustige Schulgeschichte mit einem leisen Helden. Von sieben bis zehn Jahren, und für den Erwachsenen, der vorliest.",Wo Drachen fliegen lernen und einer von ihnen lieber liest.
,,,,it,La scuola dei draghi Brossura,,,,,,"Dove i draghi imparano a volare e uno di loro preferisce leggere. Una storia di scuola divertente con un eroe sommesso. Dai sette ai dieci anni, e per l'adulto che legge ad alta voce.",Dove i draghi imparano a volare e uno di loro preferisce leggere.
B-DRAGON-SCHOOL-AUDIOBOOK,base,,,,Dragon School Audiobook,9,1,1,2,0.4,"Where dragons learn to fly and one of them would rather read. A funny school story with a quiet hero. Ages seven to ten, and the adult reading aloud.",Where dragons learn to fly and one of them would rather read.
,,,,,,,,,,,,
,,,,fr,Lécole des dragons Livre audio,,,,,,"Là où les dragons apprennent à voler, et où l'un d'eux préfère lire. Une histoire d'école drôle avec un héros discret. De sept à dix ans, et l'adulte qui lit à voix haute.","Là où les dragons apprennent à voler, et où l'un d'eux préfère lire."
,,,,de,Drachenschule Hörbuch,,,,,,"Wo Drachen fliegen lernen und einer von ihnen lieber liest. Eine lustige Schulgeschichte mit einem leisen Helden. Von sieben bis zehn Jahren, und für den Erwachsenen, der vorliest.",Wo Drachen fliegen lernen und einer von ihnen lieber liest.
,,,,it,La scuola dei draghi Audiolibro,,,,,,"Dove i draghi imparano a volare e uno di loro preferisce leggere. Una storia di scuola divertente con un eroe sommesso. Dai sette ai dieci anni, e per l'adulto che legge ad alta voce.",Dove i draghi imparano a volare e uno di loro preferisce leggere.
B-DRAGON-SCHOOL,base,Default Category,Books/Children,,Dragon School,9,1,4,2,0.4,"Where dragons learn to fly and one of them would rather read. A funny school story with a quiet hero. Ages seven to ten, and the adult reading aloud.",Where dragons learn to fly and one of them would rather read.
,,,,,,,,,,,,
,,,,fr,Lécole des dragons,,,,,,"Là où les dragons apprennent à voler, et où l'un d'eux préfère lire. Une histoire d'école drôle avec un héros discret. De sept à dix ans, et l'adulte qui lit à voix haute.","Là où les dragons apprennent à voler, et où l'un d'eux préfère lire."
,,,,de,Drachenschule,,,,,,"Wo Drachen fliegen lernen und einer von ihnen lieber liest. Eine lustige Schulgeschichte mit einem leisen Helden. Von sieben bis zehn Jahren, und für den Erwachsenen, der vorliest.",Wo Drachen fliegen lernen und einer von ihnen lieber liest.
,,,,it,La scuola dei draghi,,,,,,"Dove i draghi imparano a volare e uno di loro preferisce leggere. Una storia di scuola divertente con un eroe sommesso. Dai sette ai dieci anni, e per l'adulto che legge ad alta voce.",Dove i draghi imparano a volare e uno di loro preferisce leggere.
B-ABC-ANIMALS,base,Default Category,Books/Children,,A is for Anteater,14,1,4,2,0.4,"An alphabet of unusual animals, painted in gouache. Every letter gets an animal nobody expects and a painting to match. Ages three to six.","An alphabet of unusual animals, painted in gouache."
,,,,,,,,,,,,
,,,,fr,A comme fourmilier,,,,,,"Un alphabet d'animaux inattendus, peints à la gouache. Chaque lettre reçoit un animal auquel personne ne pense et une peinture assortie. De trois à six ans.","Un alphabet d'animaux inattendus, peints à la gouache."
,,,,de,A wie Ameisenbär,,,,,,"Ein Alphabet ungewöhnlicher Tiere, in Gouache gemalt. Jeder Buchstabe bekommt ein Tier, mit dem niemand rechnet, und ein passendes Bild. Von drei bis sechs Jahren.","Ein Alphabet ungewöhnlicher Tiere, in Gouache gemalt."
,,,,it,A come formichiere,,,,,,"Un alfabeto di animali insoliti, dipinti a guazzo. Ogni lettera riceve un animale a cui nessuno pensa e un dipinto che gli somiglia. Dai tre ai sei anni.","Un alfabeto di animali insoliti, dipinti a guazzo."
B-SPACE-KIDS,base,Default Category,Books/Children,,Ask an Astronaut,15,1,4,2,0.4,"Fifty questions from children, answered from orbit. Real questions from real children, answered with patience and photographs. Ages eight and up.","Fifty questions from children, answered from orbit."
,,Default Category,Books/Science & Nature,,,,,,,,,
,,,,fr,Demande à une astronaute,,,,,,"Cinquante questions d'enfants, auxquelles on répond depuis l'orbite. De vraies questions de vrais enfants, des réponses patientes et des photographies. À partir de huit ans.","Cinquante questions d'enfants, auxquelles on répond depuis l'orbite."
,,,,de,Frag eine Astronautin,,,,,,"Fünfzig Fragen von Kindern, aus dem Orbit beantwortet. Echte Fragen echter Kinder, geduldig beantwortet und mit Fotos. Ab acht Jahren.","Fünfzig Fragen von Kindern, aus dem Orbit beantwortet."
,,,,it,Chiedi a unastronauta,,,,,,"Cinquanta domande dei bambini, con risposta dall'orbita. Domande vere di bambini veri, risposte pazienti e fotografie. Dagli otto anni in su.","Cinquanta domande dei bambini, con risposta dall'orbita."
B-POEMS-SEA,base,Default Category,Books/Fiction,,Poems of the Sea,14,1,4,2,0.4,"Two hundred years of poems about water, in a pocket edition. Two hundred poems in a cloth pocket edition with a ribbon. The kind of book that lives in a coat.","Two hundred years of poems about water, in a pocket edition."
,,,,,,,,,,,,
,,,,fr,Poèmes de la mer,,,,,,"Deux cents ans de poèmes sur l'eau, en édition de poche. Deux cents poèmes dans une édition de poche reliée toile, avec un signet. Le genre de livre qui vit dans un manteau.","Deux cents ans de poèmes sur l'eau, en édition de poche."
,,,,de,Gedichte vom Meer,,,,,,"Zweihundert Jahre Gedichte über Wasser, in einer Taschenausgabe. Zweihundert Gedichte in einer Leinen-Taschenausgabe mit Lesebändchen. Ein Buch, das im Mantel wohnt.","Zweihundert Jahre Gedichte über Wasser, in einer Taschenausgabe."
,,,,it,Poesie del mare,,,,,,"Duecento anni di poesie sull acqua, in edizione tascabile. Duecento poesie in un tascabile rilegato in tela con segnalibro. Il tipo di libro che vive in un cappotto.","Duecento anni di poesie sull acqua, in edizione tascabile."
B-ATLAS-WALKS,base,Default Category,Books/Science & Nature,,An Atlas of Walks,30,1,4,2,0.4,"Fifty walks with hand-drawn maps, from a morning to a week. Every walk has a hand-drawn map, a distance, a pub and a train home. Fifty reasons to leave the house.","Fifty walks with hand-drawn maps, from a morning to a week."
,,Default Category,Books/History,,,,,,,,,
,,,,fr,Un atlas de promenades,,,,,,"Cinquante promenades avec des cartes dessinées à la main, d'une matinée à une semaine. Chaque promenade a sa carte dessinée, sa distance, son café et son train de retour. Cinquante raisons de sortir.","Cinquante promenades avec des cartes dessinées à la main, d'une matinée à une semaine."
,,,,de,Ein Atlas der Wanderungen,,,,,,"Fünfzig Wanderungen mit handgezeichneten Karten, von einem Morgen bis zu einer Woche. Jede Wanderung hat eine gezeichnete Karte, eine Distanz, ein Gasthaus und einen Zug nach Hause. Fünfzig Gründe, das Haus zu verlassen.","Fünfzig Wanderungen mit handgezeichneten Karten, von einem Morgen bis zu einer Woche."
,,,,it,Un atlante di camminate,,,,,,"Cinquanta camminate con mappe disegnate a mano, da una mattina a una settimana. Ogni camminata ha la sua mappa disegnata, la distanza, un locale e un treno per tornare. Cinquanta motivi per uscire di casa.","Cinquanta camminate con mappe disegnate a mano, da una mattina a una settimana."
