sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,material,stone,size,color,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
J-WEDDING-BAND-58,Jewelry,simple,jewelry,Jewelry,,Court wedding band 58,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,51,1,14k gold,None,58,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-58,,,,,,
J-WEDDING-BAND,Jewelry,configurable,jewelry,Jewelry,Engagement,Court wedding band,380,,1,4,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,0,1,14k gold,None,,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band,J-WEDDING-BAND-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-WEDDING-BAND-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-WEDDING-BAND-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-WEDDING-BAND-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-WEDDING-BAND-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-WEDDING-BAND-58,size,58,,,
,,,,Jewelry,Rings,,,,,,,,,,,,,,,,,,,,,,,,,,
J-ETERNITY-48,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 48,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,24,1,14k gold,Diamond,48,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-48,,,,,,
J-ETERNITY-50,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 50,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,53,1,14k gold,Diamond,50,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-50,,,,,,
J-ETERNITY-52,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 52,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,36,1,14k gold,Diamond,52,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-52,,,,,,
J-ETERNITY-54,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 54,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,25,1,14k gold,Diamond,54,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-54,,,,,,
J-ETERNITY-56,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 56,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,46,1,14k gold,Diamond,56,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-56,,,,,,
J-ETERNITY-58,Jewelry,simple,jewelry,Jewelry,,Half eternity ring 58,980,,1,1,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,37,1,14k gold,Diamond,58,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring-58,,,,,,
J-ETERNITY,Jewelry,configurable,jewelry,Jewelry,Engagement,Half eternity ring,980,,1,4,2,0.1,"Seven diamonds set half way round a slim band. Seven round diamonds, about 0.25 carat in total, set in 14 karat gold. It stacks against a solitaire.",Seven diamonds set half way round a slim band.,0,1,14k gold,Diamond,,Gold,j-eternity.webp,j-eternity.webp,j-eternity.webp,j-eternity.webp,half-eternity-ring,J-ETERNITY-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-ETERNITY-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-ETERNITY-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-ETERNITY-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-ETERNITY-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-ETERNITY-58,size,58,,,
J-PEARL-SET,Jewelry,grouped,jewelry,Jewelry,Gifts,Pearl gift set,190,,1,4,2,0.1,"The pearl studs and the pearl pendant, boxed together. The studs and the pendant in one linen box, with a card. Cheaper than the two bought separately.","The pearl studs and the pearl pendant, boxed together.",0,1,Gold plated,Pearl,,White,j-pearl-set.webp,j-pearl-set.webp,j-pearl-set.webp,j-pearl-set.webp,pearl-gift-set,,,,J-PEARL-STUD,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-PEARL-PENDANT,1,2
J-STACK-SET,Jewelry,grouped,jewelry,Jewelry,Gifts,Stacking set,300,,1,4,2,0.1,"The thin band, the hammered band and the twist ring in one size. Three rings that were designed to sit together. Cheaper than the three bought separately.","The thin band, the hammered band and the twist ring in one size.",0,1,14k gold,None,,Gold,j-stack-set.webp,j-stack-set.webp,j-stack-set.webp,j-stack-set.webp,stacking-set,,,,J-BAND-THIN-52,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-BAND-HAMMER-52,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-TWIST-RING-52,1,3
,,,,Jewelry,Rings,,,,,,,,,,,,,,,,,,,,,,,,,,
J-RING-BOX,Jewelry,simple,jewelry,Jewelry,Gifts,Linen ring box,18,,1,4,2,0.1,"A small linen box with a velvet slot, for the ring you already own. Linen outside, velvet inside, 5 cm square. Made for a proposal or a bedside.","A small linen box with a velvet slot, for the ring you already own.",54,1,,None,,Oatmeal,j-ring-box.webp,j-ring-box.webp,j-ring-box.webp,j-ring-box.webp,linen-ring-box,,,,,,
J-POLISH-CLOTH,Jewelry,simple,jewelry,Jewelry,Gifts,Polishing cloth,8,,1,4,2,0.1,A two-layer cloth that brings silver and gold back in a minute. One layer cleans and one layer shines. It works for years without washing.,A two-layer cloth that brings silver and gold back in a minute.,58,1,,None,,Grey,j-polish-cloth.webp,j-polish-cloth.webp,j-polish-cloth.webp,j-polish-cloth.webp,polishing-cloth,,,,,,
J-JEWELRY-DISH,Jewelry,simple,jewelry,Jewelry,Gifts,Ceramic ring dish,22,,1,4,2,0.1,A small hand-thrown dish for the bedside. A 9 cm stoneware dish with a matte glaze. A safe place for rings at night.,A small hand-thrown dish for the bedside.,33,1,,None,,White,j-jewelry-dish.webp,j-jewelry-dish.webp,j-jewelry-dish.webp,j-jewelry-dish.webp,ceramic-ring-dish,,,,,,
J-GIFT-CARD,Jewelry,virtual,jewelry,Jewelry,Gifts,Aurelie gift card,100,,1,4,2,0.1,"A gift card in a linen envelope, for a piece they choose. A paper card in a linen envelope, posted the same day. Any amount, valid for a year.","A gift card in a linen envelope, for a piece they choose.",26,1,,None,,,j-gift-card.webp,j-gift-card.webp,j-gift-card.webp,j-gift-card.webp,aurelie-gift-card,,,,,,
